track_name,album_name,valence,energy,speechiness,loudness,tempo,album_release_year,lyrics,duration_ms
When in Rome,GO:OD AM,0.216,0.699,0.074,-4.301,124.04,2015,"Yeah
Yeah
Yeah
Yeah, hahaha
Uh
All the freaks comin' out when the sun down (woo)
Hatin' on it, I don't give a fuck now (woo)
Bad little bitch with her tongue out (tongue out)
Told her, ""Go long"", that's a touchdown (touchdown)
Do this for the city and the state (state)
Buster better bring me to the safe (safe)
Want it right now, I ain't really tryna wait (no)
Got me on trial but I'm beatin' that case, huh (beatin' that case)
Motherfucker, say it to my face, say it to my face
Motherfucker, go and say it to my face (say it to my face)
Trippin' now, everything straight
Rappers all wanna drop it now and they can't even get a date (woo)
Feeling great, I'm the man here (man here)
If you got a problem, don't stand here (stand here)
In the middle of the ocean, see the land here (land here)
In the helicopter, fuck it, we gon' land here (land here)
When in, when in Rome
When in Rome, when in, when in Rome
When in, when in Rome
When in Rome, when in, when in Rome
When in, when in Rome
When in Rome, when in, when in Rome
When in, when in Rome
When in Rome, when in, when in Rome
Bad little bitch and her ass fat (ass fat)
I give her to the homie, he can have that (take it)
You talkin' that shit, where the racks at? (Woo)
They keep you on the shelf where the racks at (Goddamn)
I'm just trying to go and see the Colosseum
When I die they better build a mausoleum (woo)
I don't got time bitch I'm high, ain't a secret
I don't got time bitch I'm high, ain't a secret (motherfucker)
Everybody and they mother wanna rap now
Tell 'em cut a check for a youngin', I'ma cash out
Walking in the back door to the pat down
On my shit, you can borrow my bitch, give her back now (right now)
I'ma need that (right now)
Give her back now (right now)
I'ma need that (right, hold up, okay)
Came up from the gravel to the motherfucking castle (woo)
Broke culture, all we do is trappin' (woo)
At the table breaking bread with Italians (uh)
Got a whole bunch of bitches doing Valiums (uh-huh)
Make a song everyday, got a thousand (got a thousand)
Got a whole bunch of trophies and medallions (and medallions)
Been the motherfucking man before the motherfucking money
Got another hundred grand, but who's counting? Whoa
When in, when in, when in Rome
I was nineteen with the homies goin' 'round the globe
Seventy-five K now to book me for a show
Motherfuckers can't see me when they standing on they toes
(God damn, look up, god damn, look up)
(Yeah)
When in, when in, Rome
When in Rome, when in, when in, Rome
When in, when in, Rome
When in Rome, when in, when in, Rome
When in, when in, Rome
When in Rome, when in, when in, Rome
When in, when in, Rome
When in Rome, when in, when in, Rome
I'm at the top of my game
(Goddamn) don't mean to be rude
But me and you, we are not one and the same
(Goddamn) I'm eating your food
And fucking your bitch, 'cause you is a lame
(Goddamn) Pittsburgh
Where I live, stir, little kid
God damn my life changed
I'm at the top of my game
(Scoreboard, scoreboard, scoreboard)
I'm at the top of my game
(Scoreboard, scoreboard, scoreboard)
Said, I'm at the top of my game
(Scoreboard, scoreboard, scoreboard)
I'm at the top of my game
(Scoreboard, scoreboard, scoreboard)
Yeah, I made a couple million off rap like it's nothin'
Keep the shit quiet, I don't stunt too much
She could fuck me, she don't give it up too much
Drink liquor like water, gettin' drunk too much, ha
I was off them drugs too much
In the crib fuckin' all these little sluts too much
How it is when you young, blowin' up too much
Talking shit, but I know that you ain't up to much
Man I been workin', said I'm the greatest
Now that I'm certain, Benzo the latest
Drunk and I'm swerving, I'm going ape shit on all of my verses
Fuck being famous, I'm here to fuck up your favorite
Lately I'm hearin' too much of the same shit
Young and I'm faded
Killin' shit, bury it all under my basement
Shut your motherfucking mouth, bitch (silence)
Fuck your motherfucking couch, bitch (violent)
Yeah you talking, you ain't 'bout shit
Swear you a lame
I'ma keep killin' shit, let them all hate
Bitches in love with my face
Yeah, I'm collecting
I need that money today",276386
ROS,GO:OD AM,0.284,0.448,0.175,-8.919,120.554,2015,"Good evening everybody
How's everybody doing
Just wanna ask a question umm, have you
have you, have you been in love before
You like your vodka with a little touch of lime
You should probably take your heels off
'Cause you've been running through my mind
Oh baby, they say we're no good for each other
And I can't really tell, what is this spell you put me under
Your love's not too kind to me
I hate the pain these days of rain
You're playing games of hide and seek, my love
And I'm still trying to find you
I'm looking for you babe
And I'm still trying to find you
Through sunshine or rain
Yeah, you got your stained glass iris
Diamond behind your eyelids
And though pilot fly
My heart skipped a beat like a scratched CD
Your skin smell like butterscotch and your lips taste like kiwi
Let's take a plane to Fiji, make a date let's take it easy
Love is power, swear there's something about her that make me nervous
Mother earth done gave us all a gift, she made you perfect
Let's eat some mushrooms and go to the circus
Girl you know I'm loving you just like you deserve it
So baby make me earn it, show me the way you work it
Tell me what you afraid of, I'll spit you my favorite verses
Let's just go take a breath
I want it all, every ounce of love that you got left
You are my drug and love to death
Feel free to fall, you are a catch
I'm in your heart, I'm in your dream
So fuck the world it's you and me
She is the only one that got away
If love don't last forever then forever ain't the same, yeah
Your love is not too kind to me
Yeah
The only thing on my mind is she
My love, my love, my love, my love, yeah
And I know that nothing lasts forever
Nothing lasts forever
And she is cool, calm and collected
I knew that you was the one when I seen you leave me breathless
Say okay I need a second day today, give me attention, I
Want to take care of you
Marry you, something I'm prepared to, there can't be two
You was here I ran from you
Scared to take that step
But now that I am ready, you're not
You up and left me
Hope your new man make you laugh like I do
I do not mean to worry you with my obsession
I just want to be beside you, I'm
Too nice, and I had to pay that price
Everything I do is wrong, everything you do is right
Let's start a family, hold on to forever baby
Your pussy is a palace and your head is crazy
That bomb is detonating, look at this mess you're making
I am the king, you are the queen, look at this chess we're playing
Oh we had a love that love was record breaking
I'm sick of waiting
Your love is not too kind to me
Yeah
The only thing on my mind is she
My love, my love, my love, my love, yeah
And I know that nothing lasts forever
Nothing lasts forever
So gimme all your love
And I will be yours, through rain and through shine
Gimme all of your love
You will be mine through rain and through shine
Yeah yeah, yeah
Yeah yeah, yeah
Yeah yeah, yeah
Yeah yeah, yeah
Yeah yeah, yeah
Yeah yeah, yeah
Yeah yeah, yeah
Yeah yeah, yeah
Yeah yeah, yeah
Yeah yeah, yeah
Yeah yeah, yeah
Yeah yeah, yeah",278506
Cut the Check (feat. Chief Keef),GO:OD AM,0.522,0.743,0.228,-6.706,100.004,2015,"I'm a motherfucking fool, cut the check
I'm a working motherfucker need a desk
I don't have a heart I don't even need a chest
I'm a mess, they be saying they up next that's a stretch
Hold your breath let me bow to the crowd shit I'm blessed
Well I must be, bitches want to fuck me [?] on front street
The cards on the table gin rummy
Have a blast have a ball have a motherfucking great time
Beast I'm a dog got a squad full of K-9s
I'm a motherfucking fool, cut the check
I'mma get it 'til there ain't shit left to get
No stress running suicides don't even break a sweat
I'm a threat, code red when your line get pressed
You getting fucked by your contract what the fine print says
Told you once I told you twice, I get the Lamb it's over rice
I whip the Lamb it's overpriced, the life is good the hoes are dikes
The type of shit don't happen overnight, I'm a motherfucking fool
This shit on 100 degrees, hard as fuck ain't in a rush
I let the money come to me, I'm a business man
I'm way too young to be this rich
I don't know what to do with all this shit
I'm out of control, lord can you save my soul?
How convenient, you ain't worried about shit right now
How convenient, you just tryna keep it lit right now
How convenient, screaming money over bitches right now
How convenient, bet you're feeling like the shit right now
How convenient, undefeated
Walked up in Neimans spent the sac then I'm leaving
Smoking on reefer OG reeking
Got the cops pull me over they gon' want to take the Bimmer
But I'mma do the dash beat it like Tina
And I got my nina boy you better be subpoenaed
Walked in the spot, ice on, lights on, blingin'
Someone start a fire cause it's fucking freezing
I'm high off life give me the blunt I'm a roll it
I got hot rocks I'ma let you hold it
I was posted with the hammer y'all was telling police
Now I wrestle with racks, bitch I'm Mick Foley
Shit made me go woo like Rick Florer
I mean Ric Flair bitch boy I've been player
You a bench warmer boy I've been playing
Walked up the stairs look at my shoes like them cleaner
But I shoulda worn the other ones cause them better
This shit on 100 degrees, hard as fuck ain't in a rush
I let the money come to me, I'm a business man
I'm way too young to be this rich
I don't know what to do with all this shit
I'm out of control, lord can you save my soul?
How convenient, you ain't worried about shit right not
How convenient, you just tryna keep it lit right now
How convenient, screaming money over bitches right now
How convenient, bet you're feeling like the shit right now
Cut the check",173013
Ascension,GO:OD AM,0.34,0.523,0.141,-6.321,120.025,2015,"I wonder if every body hope that this song is not depressing as the last one was
Heaven smelled like Nag Champas
Come here darling, ash my blunt (Smoke)
Waiting on hallucination, ain't a single fact I trust (No)
Dear family, my sanity go down when my cash go up
Rap too much, how the fuck get through the verse
I came from house parties, find a bitch and go through her purse
All I need is a little good pussy and whole lot universe
I met God before I ever stepped into a church and that motherfucker still owe me money
I need a religion to follow
I swear to God that I got more problems than there is bitches in Carlo
Lord have Murciélago, yeah
And I don't know how the fuck I'm supposed
To look into my parents eyes when I'm scared to die
My eyes same color as a cherry pie
Woah, see I'm terrified
Crucifix heavy, who gon' carry mine?
Yeah, what's with all this talk about Hell and Satan
And sleep deprevation
If this is planet Earth, than my hell's a basement
Ascension
A brand new me
Yeah, yeah
Why you wanna do me like that, Miss Conception?
Between heaven and hell
What's between heaven and hell
A brand new me, oh it's the brand new me
Okay, fucking tell these kids one thing, just make sure handle your business
A criminal leave no witness, and don't ever trust these bitches
What happened to your life when your house become a home
Where your children at? Where your children at?
You got two sons, all they do is fight
You up through the night like gimme-gimme-gimme dat
Yeah, nice titties, got a pic, go and send me that
Send that books can you give her that?
Fuck rap, make a million off a shitty app
Yeah, smoke trees in the cab
Pittsburgh, show you where the city at
And don't forget that H, get you smacked in your face
Got so many sons, I was young, now they half my age
90K out in Portugal, smile on my face, backlit stage
My shit bad, shit crazy and that shit fascinates me
On my tongue where the tab is and it burn like battery acid
I was in the backs of my classes by the kids having asthma attacks
Cause he panicked every single time he sat on his glasses
Every Wonderland have a Alice
But I'm a king God can I have a chalice
I'm demanding the truth, put your hands to the roof
Be a man, that's a challenge
Ascension
(Challenge, are you up for that challenge)
A brand new me
(Yeah, everybody got to have balance)
Why you wanna do me like that, Miss Conception?
Between heaven and hell
(Salvation, and the underworld [?] gotta keep that bitch waiting
(Fascinating)
A brand new me, oh it's the brand new me
(And that's fascinating, please be a little patient)
I ain't a doctor, could be a little patient
Yeah, be a little patient
Everything will be okay then, be a little patient
One world, one nation, done waiting
Yeah, yeah
Now I'm still sipping moonshine
We discovered a new high, me and Jerm done this a few times
Yeah, but who's high now
Talk a lot of shit but will you die now
What you gonna do when everybody just go die out
Let's ride out",208080
Jump,GO:OD AM,0.298,0.783,0.0734,-7.187,132.986,2015,"Who's that on the other end of the phone
Didn't hear nothing when I said my hello
Oh well, to hell then we go
So high looking at heaven below
You know me though from coast to coast for smoking dope
Overdose with the holy ghost but hold the phones
I hold my own, was local grown
Been killing that shit since row the boat
Know I'm supposed to hold the throne, be honest
One more drank, I'mma be an alcoholic
I don't wanna think like better unconscious
Need fresh air that thing so toxic
I open coffin doors with a .38 when it's time for war
Told my mama you ain't need no drama
You ain't gotta cry no more
It'll be alright
My mind on the run I won't sleep tonight it's like
When it all goes up in flames who gon hold me down
And I'm the chosen one
Looking all around what has the world become
The only way to change it is to burn it to the ground
I've been getting paid
About four, five bitches in the Escalade, bet it rain
This money feel the same, I'm afraid that I'mma drown
You've never been better than me
From this prison I'm setting them free
Open eyes, I'mma let you see
This world is like our dreams
I'll throw it all away to celebrate one more holiday
I'm running to the edge
And when I get there best believe that I'mma jump
Jump, jump, to see if I can fly
I wonder if I jump
Do you think that I can fly
It's the life of an entertainer
I need that check go on get the waiter
Fuck a troll, this destruction mode
And these explosions don't need detonators
I met my maker in an elevator, he was headed to the top floor
We're quite similar, we just did our work and we were in it for a lot more
We were trying to change the world but we got bored
When I rip this show, got an encore
Back when we were still in school we didn't listen to the list of rules
Wrote a million words on the chalkboard
I don't need answers to the questions of intangibles
I told my homies the top so lonely but
We're not gonna die not now
You'll make it here, live free tonight till the day appear
Let's sit back right where we at and let this money pile
How do we get rich, if she acting crazy I don't need that bitch
Wish I knew back then all the things that I know now
Go on and on, know I had this shit all along
Take a breath, feel this moment hold it just so you can
Look where we at, look where we came from
When will we wake up, lost in translation
You've never been better than me
From this prison I'm setting them free
Open eyes, I'mma let you see
This world is like our dreams
I'll throw it all away to celebrate one more holiday
I'm running to the edge
And when I get there best believe that I'mma jump
Jump, jump, to see if I can fly
I wonder if I jump
Do you think that I can fly",180866
The Festival (feat. Little Dragon),GO:OD AM,0.386,0.489,0.165,-8.177,133.675,2015,"Yeah, yeah
Let me get a little bit more beat
Yeah
Ask god if she believe in me and will she accept me as a deity
And tell me the secrecy won't keep you free
I'm sleeping, won't dream until the demons leave
I took a nap, I need a tree in the shade
Feel the sharpness of the swords and blades of grass
Picturing the images that make you laugh
I left you out to die but will you take me back
Somewhere in between the crazy and the conscious
She's naked underneath them shadows, let the sunlight undress her slow
I don't know who I am, I'm so good at doing impressions though
I'm going to the festival, the festival need to let me go
I wake up, pop a couple Benadrylls, go back to sleep
So I made up, everything they said was real, it has to be
Cause actually the master fast asleep
And the castles back back in his private quarters
That's a master for you, this a revolution, we don't have no order
All this torture, thought I had to warn you
Leave it all behind and go to California
I'm past the signs, it's the real thing, try analyzing this feeling
You can't fathom
My hands are ahead the clouds
From the clap-clap thunder looking down
While you're running around
I lift you up when you drown
Unlock the mission, the planet in rotation
Full speed chasing and you're always running ahead
You're always running ahead
You got second chances, happy birthday, sweet romances
And you paddle like a duckling, why
Don't wanna go, don't wanna go, don't wanna go to the festival
You got angels, we can see them dripping from the sky
You watch 'em with your third eye
Don't wanna go, don't wanna go, don't wanna go to the festival
To the festival",275506
The Star Room,Watching Movies with the Sound Off (Deluxe Edition),0.355,0.675,0.186,-5.879,75.516,2013,"Hallelujah, thank God I have a future
Prayin' I don't waste it gettin' faded
Cause I'm smoking, till I'm coughin' up tar
Through the surge, energy curve like a lumbar
I don't act hard, I still read Babar
Trippin' out, lookin' at a bunch of Google map stars, shit
They got a app for... that
But me, I'm still trapped inside my
Head, it kinda feel like it's a purgatory
So polite and white, but I got family who would murder for me
Think I'm living paradise, so would I have to worry 'bout?
Dealing with these demons, feel the pressure, find the perfect style
Making sure my mom and dad are still somewhat in love
All these backfires of my experiments with drugs
And I experience the touch of my epiphany in color form
The difference between love and war inform me -- I'm above the norm
But, give me anybody though,
I'll gladly chew his face off, them bath salts
Rhyming like it's summertime on asphalt, hot
Haven't picked a major label, think I'm blackballed
I still don't got the heart to pick my phone up when my dad calls
Will he recognize his son when he hears my voice?
I put this music against my life, I think I fear the choice
And I don't know what I'm running from, but I'm running still
I conversate with acquaintances, but it's nothing real
I'm from a city that you hear and think a bunch of steel
So a hundred mills wouldn't make me sign a fucking deal
Money kills, that's the truth, it's called the root of evil
But I want that Rolls Royce that the homie Lennon drove
So, if you ain't talkin' bout some money I'mma send you home
Unconventional, special but unprofessional
Adolescent expression that's letting me meet these centerfolds
As troubles fill my mind capacity, I let them go
If I was Johnny Depp in Blow, I would let it snow
That's just me all wilding out and being extra dope
And if God was a human it'd be yours truly
Watching horror movies with some foreign groupies
Thinking this decor suits me
I do drugs to get more loopy
I'm in tune to ancient jujitsu spirituals it's blissful
Looking out as far as eyes can see
I'm glad that me and this elevation could finally meet
I think I'm JFK's final speech
They try assassinating all of my beliefs
But I'm asleep so whisper to me for some peace of mind
And he be high some weed to grind on top a Jesus shrine
Twenty thousand on my watch cause I needed time
If y'all would leave me the fuck alone, that'd be divine
Can't decide if you like all the fame
Three years ago to now, it's just not the same
I'm looking my window ashing on the pane
Shit, wonder if I lost my way
Don't you ever wanna hide away
Poseidon triumph in the eyes of rain
Won't give a fuck about tomorrow if I die today
I'll greet the devil with a smilin' face
Shit, that God fellow may reside in space
As, time's a wasting I'm freebasing with Freemasons
My girl's switchin' the locks, the keys keep changin'
Dreamin' of places my own personal creations
If there's a party in heaven I plan to leave wasted
Retracin' my steps way back to biblical times
We-We all gon' end up meetin' at the finishin' line",195840
Avian,Watching Movies with the Sound Off (Deluxe Edition),0.259,0.689,0.131,-7.287,75.11,2013,"Look, concoction of hamentashens, launching a bottle rocket
Done being nice, I'm here for your life and all the profits
I'm not your conscience, you nuts? Almonds and Häagen-Dazs
Auction off your grandfather's watch from the Holocaust
I'm iconic, naked walking in the garden and bird watching
Alarming all of these cardinals like I need a pope
Puffing that white smoke, get faded and play the maestro
I'm ice cold, bunny slippers, nice robe
Sneaky bitch stole my Rolly last night, yo
I might know some dyke hoes who can fight though
Walking on a tight rope, underneath a microscope
But close up, we all just molecules and isotopes
My psychic don't know the future?
To live life, you kids might just close your computer
The street lights might blind you, though
Make a collage and look at it through a kaleidoscope
There's a bird in the sky
Look at him fly
Why, why, why, why, why
Why, why, why, why, why
Let the money pile
I'll be running wild
Life's a motherfuckin' joke so we fuck around
Feel like I do this in my sleep
Literally, I do this in my sleep
A little TV money, dollars for sense of humor
Scholar but my attendance like Bueller, so no use for a tutor
Some cold brews in the cooler
Coming through in the wood grain PT cruiser, stuntin'
I'm pissed off like a blind person looking for a restroom
Probably be dead soon inhaling cigarette fumes
Sorry for that blind people comment, that was just rude
And I was raised better, say God bless you
I'm Kenny Powers, you're more of a Debbie Downer
My bitch taking off her trousers every time I get around her
I'm nasty, I never shower, go sleep on a bed of flowers
Not into this conversation, I've been in my head for hours
I'm out
There's a bird in the sky
Look at him fly
Why, why, why, why, why
Why, why, why, why, why",475826
I'm Not Real,Watching Movies with the Sound Off (Deluxe Edition),0.741,0.688,0.184,-6.047,152.087,2013,"Passport, filling it up with stamps
Set a camp up on my land, swam the rivers of Japan
She keep on asking for a rack so I ran
Looking back, like you can't see who I am
Think my bitch don't know me no more
Cause every time she's sad I can't console her no more
If money buy you love, then love's not enough
So tell my why you on your knees crying to the floor
If you had the chance, would you take the time you need to make it right?
The clouds are gray but would you pay the price to paint them white?
Might have a baby on the way, cause I been going in raw
It feels better, that real pleasure
I'm not real, I think I never was
I get a rush every time she let me get a touch
I need to feel that (love)
I need to feel that (pain)
My garden hasn't been growing so can you bring that (rain)
I Keep my head up (high)
A little fed up (lies)
They always tell me where my mind is on this LP
I don't exist
Hieroglyphics
Pyrotechnics
Metaphysics
Telekinetics put 50k on my credit card
Looking for answers, I'm searching but I ain't getting far
Let's get it on, I'm royal like Tenenbaums in Lebanon
Decepticons, hit it 'til my head is gone
Point me to the road, and I'mma run it
Bloodhound with my nose to the money
Ain't fucking with these hoes
Getting duckets 'til I die
While my foes busy running, fuck it
Marijuana smoke in my stomach, toasted in public
Head in the clouds, my toes in the struggle
Like who didn't test yet? Test this
Few new rules in effect, bitch
See this a rather spooky action movie
Roll it up and pass it to me
Hash and booty, absolutely, smack a groupie acting bougie
See a creature, ass beauty
Need a feature, rather shoot me
Truly bitches must have them bad jeans and the back is Coogi
Had to do these rapper tunes to let 'em know the trap is booming
Past the views of Catholic schoolers, fact, but you in fact assuming
Back to doing cash pursuing
Posted up like Patrick Ewing
Rapper fuser, sad if you would battle for a stack or two
These eloquent, irrelevant sentences show my penmanship
Indefinite boundaries, show you the end of it
Don't forget you infested in nasty crevices
Allowing birds to fall to their death before they even fly
He and I are not the same
Doctor, doctor, please prescribe me something for the pain
Money in machines, those will make you change
If I go tomorrow, I just hope it ain't in vain
But I can't complain
Point me to the road, and I'mma run it
Bloodhound with my nose to the money
Ain't fucking with these hoes
Getting duckets 'til I die
While my foes busy running, fuck it
Marijuana smoke in my stomach, toasted in public
Head in the clouds, my toes in the struggle
Like who didn't test yet? Test this
Few new rules in effect, bitch",223120
S.D.S.,Watching Movies with the Sound Off (Deluxe Edition),0.295,0.868,0.363,-4.642,93.116,2013,"Close my eyes before I cAnnotateross the street
If a car about to hit me, then he ought to beep
Watching Dawson's Creek 'til I fall asleep
It's harder than it seems, I'm under water in my dreams
I'm in awe, this jigsaw, puzzles not complete
I'm just an idea, nothing concrete
Came to raise limits, get higher than plane engines
They tryna change with us, but come to the same difference
Shut your pie-hole, I'm dope and I know
My voice sound like it was a sample off a vinyl
I don't mind those hatin' on my style
I tend to take the high road, get stoned and fly low
I'm no god, I don't think that I'm a human, though cause I'm so odd
People sellin' drugs cause they can't find no job
Wonder if Christ made a million off selling the cross
Let bygones be bygones, my mind strong as pythons
The day that I die on will turn me to an icon
Search the world for Zion or a shoulder I can cry on
The best of all time, I'm Dylan, Dylan, Dylan, Dylan
Somebody do somethin'
Somebody do somethin'
Somebody do somethin'
Somebody do somethin'
Somebody move somethin'
Somebody move somethin'
Somebody move somethin'
Somebody move somethin'
It ain't no party like aristocratic party
Said, ain't no party like aristocratic party
Sipping Jameson like I majored in whiskey flavouring
When I'm drunk, I'll cut your head off and leave it dangling
FlyLo's still tryna put me on to Ableton
Asian women love me, I look like David Duchovny
In kindergarten, used to put some condoms in my cubby
In case one of these hoes was tryna fuck me
I ain't nobody, and neither are you
Been contemplating if I even still believe in the truth
I'm so stubborn, I'd rather write my own history book
Where the world don't give a fuck 'bout how you physically look
All your songs are sixteen's and a hook
We're here to reinvent music, it's time for the revolution
I'm down for the movement, trying not to lose it
Jewish Buddhist tryna consume the views of Christianity
Wonder if Hindus like to eat fish soup
If it's true, they should hit Alaska in an igloo
I hear the fish biting nice right now
I can't figure out life and feel right right now
Boo, if I think it, I should say it, there's a reason that I write it down
Spit the shit that leave a diaper brown, poo
Somebody do somethin'
Somebody do somethin'
Somebody do somethin'
And... somebody move somethin'
Somebody move somethin'
You right there...
Somebody move somethin'
Somebody move somethin'",343213
Bird Call,Watching Movies with the Sound Off (Deluxe Edition),0.626,0.791,0.267,-8.626,100.045,2013,"Quack, quack
I'm chilling for an hour, smoking weed, watching Worldstar
Benz in the garage, probably got to drive your girl car
You ain't a rapper, of course, never heard y'all
I just spit a punchline, so now I need a bird call
Hit your sister in the face with a Nerf Ball
I'm dealing with some shit that really don't concern y'all
Punch a fan if you get a fucking word wrong
I'm wavy, get me some shit that you can surf on
Finding me a bitch I can swerve on
Frank Thomas homie, about to put the hurt on
Your bitch a night light in bed, she turned on
Throw some weed, tell her burn one
Burn one, burn one, burn one, burn one
Burn one, burn one, burn one, burn one
Yea, I used to give a fuck about success
Now I just want to see Mila Kunis undress
Hope she down for buttsex, it will be a cum fest
Sorry that's some shit I had to confess
Crazy ass bitch doing 911 threats
Came in the game smoking Newport Hundreds
Now I'm at the top and the crown fit
Gold on my outfit
Surrounded by some pussy, I'mma drown in
Got that wet pack, bitch come and give me that
You know we want to know where them titties at
Got 'em gassed, they be asking what I'm cooking with
Have your little brother asking moms where the pussy is
Corruption, stuntin' at the function
Your girl pussy smell like Sour Cream & Onion
Pay attention, you gon' learn something
Roll that weed up, burn one
Burn one, burn one, burn one, burn one
Burn one, burn one, burn one, burn one",170706
Matches,Watching Movies with the Sound Off (Deluxe Edition),0.456,0.738,0.297,-6.242,138.041,2013,"Ever since a nigga had recess
Motherfucker felt like a grown-up (Soulo)
Momma come and bitch about a curfew
I was still playing round the corner
7 years old saw my first porno
Damn that fucked me up
At 10 I bust my first nut
On this older ho gut, but so what
Let's recap, the earth spinning too rapid
I'm living too fast, sin is a habit
I can't hack fornicate, act as rabid
One bean short of an acid tablet
Security guards spark my cigarettes
The old head go 'head and cop me a brew
Sometimes them Koreans be cool
These shades make me look 22
They say you learn when you get older
I just say that that ain't true
That just means when you was younger
You ain't get turnt up like us fool
Just got L's so I'm riding high
Still in high school but I do
Everything I will do
When I'm 25, no lie
I was young with ambition
Fucked around with these hoes
Never needed permission
Went and lived the life that I chose
Premonition type visions, see the world as it goes
Tell them all what they missing
While I watch as it unfolds
Dodging my death
Confident kid I was trying to grow up with the best
Watching my step
Never know college but could find me nodding off always on test-day
I coulda been a great graduate
Woulda got one of those hoes from the Bachelor
Coulda been smart
Coulda been a doctor
Life full of drama, little soap opera
Falling in love, like she woulda caughtcha
Almost got her knocked up, woulda been a father
All about energy, make good memories
I'm the fucking Dalai Lama
Only 18 but I got my own business
Then I got fame like what the fuck is this
Whole bunch of cameras, fake ass bitches
Everyone around wanna treat me all different
Oh I'm cool? Cause I got money
Back in high school none of the hoes was tryna fuck me
I thought it was a conspiracy
Sometimes my thoughts are scaring me
You a parody, hilarity, that funny shit for the parakeets
They, they, they was looking for somebody like me
Big bag of weed and a money heist scheme
Something brand new, wonder what it might be
Coughing off them drugs, moving at a nice speed
If you 18 years and older
18 years and older
If you 18 years and older
18 years and older
I wanna rule the world, take care of my family, and take care of my girl
Plant a couple seeds, blaze a gang of trees
Want to see a rated R movie about me
They said you must be
18 years and older",292466
I Am Who Am (Killin' Time),Watching Movies with the Sound Off (Deluxe Edition),0.181,0.619,0.252,-8.24,75.81,2013,"I think I'm getting sick, been in this room, like I was hiding from something
I'm posing a question, how many been empty and holding aggression?
Close to depression, open your eyes and just focus a second
Fuck a recession my brother -- my mind is my weapon; I'm letting it go
Loading and pointing at negative energy, telling me stop
They're telling me no-don't
Your aura is something you ain't even sure of
Explore the core of California, whores got more to snort up
I've had a smorgasbord of pornographic thought
That's a lot, the feeling come after the shock
Praise me I'd rather you not, cause
It's driving me crazy the fact that you pay to make me into something I love
You come to the club searching for drugs, drunk
Fucking these sluts
God loves me, what if he does, what does it mean?
You're wasting away doing nothing, you're fronting
Why ain't you chasing your dreams?
We wonder 'bout life but none of us willing to learn
The money we earn is something to burn
Why won't they give me a turn--out?
Feed the hungry and clothe the naked
You're mistaken the world is cold and it's lonely ain't it
When 'em high roller homes in Vegas
Raid them with some home invasions
Contaminating the place with plague, we just saved the day
I waste away in a room spitting these raps
Yall put the world in my hands, I'm giving it back
It's a gift
Our time to be alive
No earthly vehicle
Can contain this drive
It's a gift
Our time to be alive
No earthly vehicle
Can contain this drive
Forfeit in the war, he lays a sword down and walks away
Grabs a 40 from the corner store and begins to contemplate
Dealing with death like he work in the morgue absorbing the souls
Forgotten, he lost his way
Starring down that barrel, thinking not today
Life's so precious, Lord knows that life is so precious
Fight to the death, til' there's nobody left
You're holding your breath because you might get infected
I'm animalistic, instinctively thinking I'm getting ballistic
Be specific, to those who in control we all statistics
Misogynistic with a twisted mind, I'm intertwined
My trigger finger itching, all I kill is time
Initial symptoms of schizophrenic behavior
The mind is like religion, can't agree on who's its savior
The newest flavor of superhero, I'm shooting lasers
Except I'm cool with Vader and blowing up rooms that's full of strangers
A news anchor, the youth can relate to, it's nature
If you're a hater, I'll deal with you later, no thank you
I'm just your neighbor, please don't do me no favors
Really doe, come on homie we major
I waste away in this room spitting out raps
Yall put the world in my hands, I'm giving it back
It's a gift
Our time to be alive
No earthly vehicle
Can contain this drive
It's a gift
Our time to be alive
No earthly vehicle
Can contain this drive
It's just a different time man, it's just a different time
There was a time, when we showed love
You know like how we, approach a young lady
You see a beautiful young lady you like, you say ""Damn man'
'You're gorgeous. I'll take off my coat right now and
Lay it down on the puddle and, make sure you don't miss a step
You know what I'm talking about young man? See all these bitches?
Hoes, I just don't understand it",279733
